제품명,가격
ASUS TUF Gaming 850W GOLD,"185,010"
FSP HEXA 85+ 650W 80PLUS BRONZE 프리볼트,"79,000"
SuperFlower SF-1300F14XG LEADEX VII GOLD WHITE ATX 3.0 (PCIE5),"275,900"
마이크로닉스 Classic II 풀체인지 600W 80PLUS BRONZE ATX 3.1 (PCIE5.1) 화이트,"62,000"
AX1600i 80PLUS TITANIUM,"731,100"
커세어 CORSAIR HX1200 80PLUS PLATINUM /ATX파워,"320,300"
마이크로닉스 Classic II 850W 80PLUS GOLD 풀모듈러 ATX 3.1 (PCIE5.1) 화이트,"165,000"
커세어 CORSAIR CX750 NEW 80PLUS BRONZE,"84,240"
MSI MAG A850GL 화이트 80PLUS 골드 풀 모듈러 ATX 3.0 (PCIE5),"148,000"
앱코 SETTLER-Ⅱ ST-600S 80PLUS STANDARD,"45,200"
MSI MPG A750G 80PLUS 골드 풀 모듈러 ATX 3.0 (PCIE5),"120,000"
AONE MICRO 450P KC 벌크,"19,760"
(마이크로닉스) New Performance 600W 80Plus Bronze Change-up /파워,"53,500"
Hydro GE 650W Black 80PLUS GOLD,"105,500"
MSI MEG Ai1300P PCIE5 80PLUS PLATINUM,"372,990"
마이크로닉스 ASTRO II GD 1650W 80PLUS GOLD 풀모듈러 ATX 3.0 (PCIE5),"464,000"
앱코 SETTLER-Ⅱ ST-700S 80PLUS STANDARD,"51,500"
제이씨현시스템 TUNDRA 리부트 500W FHB 80+ BRONZE,"40,560"
잘만 ZM350-TFX 80PLUS STANDARD 230V EU 벌크,"43,600"
EVGA 750 GQ 80PLUS GOLD,"116,480"
FSP FSP300-50FFB,"76,960"
잘만 ZM350-TFX 80PLUS STANDARD 230V EU,"46,200"
PNC PARTNER EVEREST N 500W PLUS,"33,130"
FSP FSP350-50FFB,"92,560"
PNC PARTNER EVEREST N 600W PLUS,"37,270"
FSP FSP750-50ABA,"145,000"
앱코 XPERT XP-600N,"35,880"
GreatWall E650 80PLUS GOLD 모듈러 화이트,"102,120"
PNC PARTNER EVEREST 900W PLUS ATX3.0 (PCIE5) 벌크,"84,680"
PNC PARTNER EVEREST 1600AP (PCIe5),"150,550"
앱코 XPERT XP-700N,"39,520"
COUGAR GEX 750 80PLUS GOLD Full Modular,"118,000"
마이크로닉스 ASTRO II PT 1300W 80PLUS PLATINUM 풀모듈러 ATX 3.1 (PCIE5.1),"287,000"
PNC PARTNER EVEREST 2200AP (PCIe5),"248,820"
MSI MAG A550BNL 80PLUS BRONZE,"50,000"
마이크로닉스 COOLMAX VISION II 500W,"37,500"
시소닉 NEW FOCUS GX-750 GOLD Full Modular ATX 3.0,"176,750"
HOPELY 600MB KC NEW,"24,960"
에너맥스 Platimax D.F. 1050W EPF1050EWT,"226,530"
ASUS ROG STRIX 1000W Gold Aura Edition,"340,090"
마이크로닉스 COOLMAX VISION II 600W,"45,500"
(HOPELY) 600JB /파워,"18,200"
ASUS ROG STRIX 850W Gold Aura Edition,"296,410"
마이크로닉스 COOLMAX VISION II 700W,"55,500"
(HOPELY) 600A /파워,"15,080"
ASUS ROG STRIX 750W Gold Aura Edition,"279,250"
PNC PARTNER EVEREST ECO AFTER 1100AP RGB MODULE,"156,010"
맥스엘리트 MAXWELL COUNT 850W 80PLUS GOLD 풀모듈러 ATX 3.1 (PCIE5),"149,500"
WEED W500-ORIGIN REAL (리얼 500W) 파워,"30,120"
에너맥스 Platimax D.F. EPF850EWT 80Plus Platinum Full Modular,"169,380"
PNC PARTNER EVEREST 500EV 벌크,"14,860"
NZXT E650 SMARTER 80PLUS GOLD 모듈러 90+,"173,870"
마이크로닉스 ASTRO GD 550W 80PLUS GOLD 풀모듈러 FDB,"94,000"
제이씨현 TUNDRA PRO 600W FHB,"40,210"
시소닉 PRIME TITANIUM TX-1600 Full Modular,"731,210"
PNC PARTNER ON_Power 600ST,"14,860"
에너맥스 EPM1700EGT,"378,570"
쿨러마스터 V850 SFX GOLD ATX 3.0 WHITE (PCIE5),"238,000"
커세어 CORSAIR PROFESSIONAL SERIES AX760 80PLUS PLATINUM,"168,490"
PNC PARTNER EVEREST 600K RGB 벌크,"45,240"
커세어 CORSAIR HX1500i ATX 3.0 (PCIe5),"548,100"
MaxCool 600 LIGHT,"16,220"
쿨러마스터 V850 SFX GOLD ATX 3.0 (PCIE5),"217,300"
PNC PARTNER EVEREST 600EV,"15,390"
쿨러마스터 V1300 SFX PLATINUM ATX 3.0 (PCIE5),"444,900"
FSP FSP1200-50ADB 80PLUS GOLD,"303,000"
EVGA SUPERNOVA 850G+ 80PLUS GOLD,"128,590"
제이씨현시스템 TUNDRA 리부트 600W FHB 80+ BRONZE,"47,810"
MAXCOOL 600W SINGLE 83+,"33,490"
쿨러마스터 V1100 SFX PLATINUM ATX 3.0 (PCIE5),"419,000"
AONE STORM 800W 80PLUS BRONZE 벌크,"57,020"
EVGA SUPERNOVA 1600G+ 80PLUS GOLD,"381,700"
ASUS ROG STRIX 1200W Gold Aura Edition,"373,240"
MSI MPG A1000G PCIE5 80PLUS GOLD,"186,200"
(AONE) TFX-450P KC /파워,"22,300"
SilverStone Strider Essential ST60F-ES230 iBORA,"48,930"
Antec NeoECO 1000W WHITE 80PLUS GOLD 풀 모듈러 ATX 3.0 (PCIE5),"239,200"
이도디스플레이 ICE-MAN 600TI V2.3 KC,"41,600"
SilverStone Strider Essential ST70F-ES230 iBORA,"64,480"
FSP HYPER K 700W 80PLUS Standard 230V EU,"78,600"
+0asis Cool 600SB6P V2.3 벌크,"17,160"
(BABEL) Classic TFX450 V2.3 Blackrbel Series /파워,"21,320"
맥스엘리트 MAXWELL PRIMO 500W 80PLUS STANDARD 플랫,"41,500"
(Bestone) SK-II 450TFX V2 벌크 /파워,"23,900"
맥스엘리트 MAXWELL PRIMO 600W 80PLUS STANDARD 플랫,"47,000"
FSP HYDRO G PRO 1200W 80Plus Gold ATX3.0,"275,610"
(Bestone) SK-II 450TFX V2 /파워,"26,000"
맥스엘리트 MAXWELL PRIMO 700W 80PLUS STANDARD 플랫,"56,000"
FSP HYDRO G PRO 750W 80PLUS Gold Full Modular,"142,490"
HYDRO PTM PRO 1350W Platinum ATX3.0 (12V-2x6),"394,180"
(Enhance) ENP-7025B 10개 Tyan Korea /파워,"676,030"
FSP FSP700-80PSA(SK) 벌크,"139,370"
MSI MAG A500DN 80PLUS 스탠다드,"36,500"
HYDRO PTM PRO 1650W Platinum ATX3.0 (12V-2x6),"451,380"
Enhance ENP-7025B 250W/FlexATX/미니PC/ITX케이스,"67,600"
SILENT LS1-600 NEW,"19,550"
MSI MAG A600DN 80PLUS 스탠다드,"46,000"
썬루트 TX850 80PLUS GOLD 풀모듈러,"84,200"
FSP FlexGURU 250W,"81,550"
마이크로닉스 Compact SFX 400W 80Plus Bronze,"72,940"
SILENT LS2-600,"32,760"
FSP FSP300-60GHT TFX 파워,"55,900"
SILENT HS1-600 NEW,"30,420"
에너맥스 CYBERBRON ECB700EWT 80PLUS BRONZE,"70,050"
be quiet STRAIGHT POWER 12 1500W 80PLUS PLATINUM,"563,280"
커세어 CORSAIR RM650 2021 80PLUS GOLD,"156,000"
(AONE) 태왕 TFX-450T KC /파워,"20,800"
(AONE) TFX-500P KC /파워,"26,570"
be quiet STRAIGHT POWER 12 1000W 80PLUS PLATINUM,"346,010"
(FSP) FSP700-802UK /파워,"229,290"
be quiet DARK POWER PRO 13 1600W 80PLUS TITANIUM,"786,930"
"(SuperFlower) SF-1600F14HT LEADEX TITANIUM /파워
12VHPWR 케이블 제공","581,000"
be quiet DARK POWER PRO 13 1300W 80PLUS TITANIUM,"705,610"
에너지옵티머스 EOP-1800,"83,200"
마이크로닉스 CASLON M 850W 80PLUS SILVER 모듈러 ATX 3.0,"108,500"
에너지옵티머스 EXCEL II 600W 80PLUS STANDARD 230V EU 벌크,"35,900"
마이크로닉스 CASLON M 750W 80PLUS SILVER 모듈러 ATX 3.0,"92,000"
SuperFlower SF-750F14HG LEADEX III GOLD WHITE,"143,000"
(APC) Back-UPS 400 BE400-KR /파워,"139,050"
(APC) Smart-UPS C 2000VA 2U LCD 230V SMC2000I-2U /파워,"1,317,300"
커세어 CORSAIR RM1000x 2021 80PLUS GOLD,"291,200"
AONE 태왕 EP600L KC 벌크,"21,320"
맥스엘리트 MAXELITE MAXWELL DUKE 1300W 80PLUS PLATINUM 풀모듈러 ATX 3.0 WHITE,"284,370"
(APC) Smart-UPS 3000VA LCD RM 2U 230V SMT3000RMI2U /파워,"2,509,150"
커세어 CORSAIR iCUE CX650F RGB (WH),"172,650"
현대 PRIME TFX-500P 벌크,"20,800"
맥스엘리트 MAXELITE MAXWELL DUKE 1000W 80PLUS PLATINUM 풀모듈러 ATX 3.0 WHITE,"210,140"
(APC) Smart-UPS 2200VA LCD RM 2U 230V SMT2200RMI2U /파워,"1,677,960"
(APC) Smart-UPS 1500VA LCD RM 2U 230V SMT1500RMI2U /파워,"872,970"
(APC) Smart-UPS 1000VA LCD RM 2U 230V SMT1000RMI2U /파워,"661,800"
ASUS PRIME 850W Gold 대원씨티에스 벌크,"146,370"
KRAFT KOREA POWER MASTER PMK 11000,"72,800"
(APC) Smart-UPS 750VA LCD RM 2U 230V SMT750RMI2U /파워,"507,060"
(APC) Smart-UPS 2200VA LCD 230V SMT2200I /파워,"1,219,390"
AONE STORM 700W 80PLUS BRONZE 벌크,"45,630"
[SUA5000RMI5U] APC Smart-UPS 5000VA 230V Rackmount/Tower,"3,335,080"
(APC) Smart-UPS 1500VA LCD 230V SMT1500I /파워,"710,930"
FSP HYDRO GSM PRO 750W 80PLUS Gold Modular,"118,000"
잘만 ZM400-TFX 80PLUS STANDARD 230V EU,"55,000"
topower TOP-600S 12VSD V2 벌크,"35,050"
(APC) Smart-UPS 1000VA LCD 230V SMT1000I /파워,"507,060"
제이씨현 TUNDRA PRO 700W FHB,"56,000"
EcoMax 500W 83+,"36,160"
(APC) Smart-UPS 750VA LCD 230V SMT750I /파워,"428,650"
맥스엘리트 MAXELITE MAXWELL COUNT 750W 80PLUS GOLD 풀모듈러 (본체+딥블랙),"150,130"
EcoMax 600W 83+,"41,230"
WEED W600ZB6P (정격 230W) 파워,"17,680"
(APC) Smart-UPS C 3000VA 2U LCD 230V SMC3000RMI2U /파워,"2,070,050"
맥스엘리트 MAXWELL COUNT 750W 80PLUS GOLD 풀모듈러 (본체+메탈그레이),"150,130"
COX SECURE SC-600N,"35,880"
잘만 Wattbit II 400W 83+,"35,500"
(APC) Back-UPS ES 550VA BE550-KR /파워,"171,960"
커세어 CORSAIR HX1500i 2022 80PLUS PLATINUM,"509,600"
커세어 CORSAIR HX1000i ATX 3.0 (PCIe5),"366,090"
잘만 MegaMax 800W 80PLUS STANDARD,"66,100"
맥스엘리트 MAXWELL COUNT 750W 80PLUS GOLD 풀모듈러 (본체+플랫멀티팩),"122,010"
PNC PARTNER EVEREST 1600AP 88+ 벌크,"129,900"
FSP HYDRO GT PRO 850W 80PLUS Gold Modular ATX 3.0 (PCIE5),"154,200"
맥스엘리트 MAXWELL COUNT 750W 80PLUS GOLD 풀모듈러 (본체+플랫슬림팩),"113,040"
COX SECURE SC-700N,"39,520"
"SuperFlower SF-1000F14PE LEADEX VI PRO PLATINUM WHITE (PCIE 5)
12VHPWR 케이블 제공","216,000"
DEEPCOOL PQ1000M 80Plus Gold Full Modular,"200,730"
현대파워 PRIME 700K 벌크,"28,080"
마이크로닉스 ZERO PLUS 600W Active PFC,"50,500"
DARKFLASH SAVEMOST 500W 83+ 블랙,"36,000"
현대파워 PRIME 650K 벌크,"25,000"
DARKFLASH SAVEMOST 600W 83+ 블랙,"41,900"
Antec CSK 750H 80PLUS BRONZE 모듈러,"95,100"
FSP FSP450-50SAC,"97,000"
Antec NeoECO 1300W 80PLUS GOLD 풀 모듈러 ATX 3.0,"277,600"
현대파워 PRIME 620K 벌크,"16,640"
마이크로닉스 Performance II PV 80plus Bronze 600W SURGE 4K RGB SYNC,"93,000"
PNC PARTNER EVEREST 650K RGB 80PLUS STANDARD 230V EU,"60,200"
Antec NeoECO 1000W 80PLUS GOLD 풀 모듈러 ATX 3.0,"228,800"
현대파워 PRIME 600K 벌크,"14,560"
마이크로닉스 Performance II PV RGB Sync 600W 80Plus Bronze,"93,000"
DARKFLASH SAVEMOST 700W 83+ 블랙,"47,100"
앱코 XPERT XP-500N,"30,160"
맥스엘리트 MAXWELL KNIGHT 700W 80PLUS BRONZE,"64,820"
마이크로닉스 ASTRO GD 650W 80PLUS GOLD 풀모듈러 화이트,"111,000"
맥스엘리트 MAXWELL KNIGHT 800W 80PLUS BRONZE,"74,230"
쿨러마스터 MWE GOLD 1250-V2 ATX 3.0 (PCIE5),"250,400"
쿨러마스터 GX III Gold 1050 풀모듈러 ATX 3.0 (PCIE5),"317,830"
마이크로닉스 Performance II PV 600W 80PLUS Bronze FDB,"99,000"
쿨러마스터 GX III Gold 1250 풀모듈러 ATX 3.0 (PCIE5),"357,550"
Classic II 650W 80PLUS Bronze 230V EU HDB PINK,"62,080"
(SuperFlower) SF-2000F14HP LEADEX PLATINUM /파워,"634,000"
마이크로닉스 ASTRO GD 650W 80PLUS GOLD 풀모듈러 FDB,"94,000"
(AONE) 500S KC /파워,"15,190"
be quiet DARK POWER PRO 12 1500W 80PLUS TITANIUM,"676,570"
앱코 SUITMASTER Ultimate 1200W 80PLUS PLATINUM,"191,770"
AONE 500S KC (벌크),"15,080"
(AONE) STORM 500LF 더블포워드 V2.3 /파워,"30,410"
SF-700R12ST MEGA 80PLUS STANDARD 230V EU,"74,500"
커세어 CORSAIR CV750 80PLUS BRONZE,"97,760"
AONE STORM 500LF 83+,"33,800"
커세어 CORSAIR CV650 NEW 80PLUS BRONZE,"78,000"
몬스타 가츠 ExtremeX FX600 80PLUS STANDARD,"40,300"
"SuperFlower SF-850F14TP LEADEX V PRO PLATINUM WHITE
12VHPWR 케이블 제공","201,000"
스카이디지탈 파워스테이션5 PS5-600EV Standard,"49,140"
"SuperFlower SF-850F14HG LEADEX III GOLD
12VHPWR 케이블 제공","154,450"
FSP HYDRO PTM X PRO 1000W PLATINUM 화이트 ATX 3.0,"254,810"
BABEL Sense 500PB V2.3 Series,"17,680"
시소닉 FOCUS SGX Gold SSR-650SGX Full Modular,"151,590"
DEEPCOOL PX1000G 80Plus Gold Full Modular ATX 3.0,"189,500"
잘만 DecaMax 500W 80PLUS STANDARD,"41,000"
(Bestone) SK-II 500S 벌크 /파워,"15,600"
"SuperFlower SF-750F14HT LEADEX TITANIUM
12VHPWR 케이블 제공","326,000"
DEEPCOOL PX1200G 80Plus Gold Full Modular ATX 3.0,"228,710"
AONE 시그니처 1000W 80PLUS BRONZE 풀모듈러 베이직 ATX 3.1,"81,480"
쿨러마스터 MWE GOLD-V2 1250W,"217,300"
(Bestone) SK-II 500SA V2 벌크 /파워,"20,800"
"SuperFlower SF-850F14HT LEADEX TITANIUM
12VHPWR 케이블 제공","375,500"
앱코 ULTIMATE GX850 80PLUS GOLD 풀모듈러 ATX 3.0 블랙,"148,700"
에너지옵티머스 EXCEL CLASSIC 500W 80PLUS BRONZE 230V EU,"39,000"
(Bestone) SK-II 500SA V2 /파워,"22,880"
"SuperFlower SF-1000F14HT LEADEX TITANIUM
12VHPWR 케이블 제공","436,000"
앱코 ULTIMATE GX850 80PLUS GOLD 풀모듈러 ATX 3.0 화이트,"158,090"
AONE 시그니처 850W 80PLUS BRONZE 풀모듈러 베이직 ATX 3.1,"71,700"
잘만 DecaMax 600W 80PLUS STANDARD,"46,600"
에너지옵티머스 EXCEL CLASSIC 600W 80PLUS BRONZE 230V EU,"46,800"
AONE 시그니처 850W 80PLUS BRONZE 풀모듈러 ATX 3.1 (PCIE 5.1),"81,480"
잘만 DecaMax 700W 80PLUS STANDARD,"52,400"
에너지옵티머스 EXCEL CLASSIC 700W 80PLUS BRONZE 230V EU FULL MODULAR,"54,100"
AONE 시그니처 750W 80PLUS BRONZE 풀모듈러 베이직 ATX 3.1,"61,920"
에너지옵티머스 EXCEL CLASSIC 800W 80PLUS BRONZE 230V EU,"60,010"
마이크로닉스 COOLMAX FOCUS II 700W ETA BRONZE PCIE5,"63,000"
AONE 시그니처 750W 80PLUS BRONZE 풀모듈러 ATX 3.1 (PCIE 5.1),"71,700"
에너지옵티머스 EXCEL CLASSIC 700W 80PLUS BRONZE 230V EU,"50,100"
SuperFlower SF-700R12ST MEGA 80PLUS STANDARD 230V EU 벌크,"76,500"
마이크로닉스 COOLMAX FOCUS II 800W ETA BRONZE PCIE5,"74,500"
썬루트 PN800W 80PLUS BRONZE ATX3.0 벌크,"54,890"
에너지옵티머스 EXCEL FOCUS 850W 80PLUS GOLD FULL MODULAR,"100,810"
마이크로닉스 COOLMAX FOCUS II 900W ETA SILVER PCIE5,"88,000"
썬루트 PN800W 80PLUS BRONZE ATX3.0,"56,980"
에너지옵티머스 EXCEL FOCUS 1000W 80PLUS GOLD FULL MODULAR,"101,900"
(APC) Smart-UPS 3000VA LCD 230V SMT3000I /파워,"1,769,910"
에너지옵티머스 EXTREME 500W 벌크,"32,410"
APC SUA 5000RMI 5U,"3,096,140"
"마이크로닉스 Classic II 1050W 80PLUS GOLD 230V EU 풀모듈러
12VHPWR 케이블 제공","196,000"
델타 GPS-1300DB 1300W PLATINUM 풀모듈러 ATX3.0 (PCIE 5),"366,090"
(FSP) AURUM PT850W /파워,"232,800"
topower Guardian TOP-700DG Single Rail 80PLUS BRONZE WHITE,"73,800"
이도디스플레이 ICE-MAN M500W V2.2 NEW,"26,520"
델타 GPS-1100AB 1100W PLATINUM 풀모듈러 ATX3.0 (PCIE 5),"318,250"
현대파워 PRIME SFX-650M 벌크,"29,120"
에너맥스 Cyberbron 2 ECS600B 80PLUS BRONZE,"59,590"
(SilverStone) STRIDER GOLD ST1500-GS (iBORA) /파워,"383,530"
에너맥스 Cyberbron 2 ECS700B 80PLUS BRONZE,"72,140"
GIGABYTE UD750GM 80PLUS GOLD 풀모듈러,"112,980"
AONE STORM 1000W 80PLUS BRONZE,"73,800"
델타 GPS-850HB 80PLUS PLATINUM,"180,900"
DARKFLASH UPMOST 1050W 80PLUS GOLD FULL MODULAR ATX3.0 (PCIE5) 화이트,"178,810"
에너지옵티머스 EXCEL II 500W 80PLUS STANDARD 230V EU,"32,240"
잘만 MegaMax 600W 80Plus Standard 230V EU,"52,100"
DARKFLASH UPMOST 1050W 80PLUS GOLD FULL MODULAR ATX3.0 (PCIE5) 블랙,"175,900"
3RSYS TEAMMOST TM 750W 80PLUS BRONZE 230V EU,"60,800"
에너지옵티머스 EXCEL II 500W 80PLUS STANDARD 230V EU 벌크,"31,200"
잘만 Wattbit II 600W 83+,"44,200"
델타 GPS-1300CB 80PLUS PLATINUM,"343,210"
(마이크로닉스) Classic II 700W +12V Single Rail 85+ /파워,"78,000"
3RSYS TEAMMOST TM 1000W 80PLUS BRONZE 230V EU,"92,100"
에너지옵티머스 EXCEL II 600W 80PLUS STANDARD 230V EU,"36,900"
델타 GPS-1000DB 80PLUS PLATINUM,"275,600"
3RSYS AK 500S 80PLUS STANDARD 230V EU,"42,020"
마이크로닉스 ASTRO Platinum 850W 풀모듈러,"186,000"
커세어 CORSAIR RM850x SHIFT 80PLUS Gold ATX 3.0,"236,090"
(FSP) HYPER K 500W 80PLUS Standard 230V EU /파워,"46,600"
마이크로닉스 Performance II PV 700W 80Plus Bronze Surge 4K,"116,500"
3RSYS AK 700S 80PLUS STANDARD 230V EU,"55,640"
맥스엘리트 MAXWELL DUKE 1300W 80PLUS PLATINUM 풀모듈러 ATX 3.0,"275,000"
HEXA 85+ 550W 80PLUS BRONZE 프리볼트,"64,500"
(마이크로닉스) Performance II HV 1000W Bronze /파워,"174,000"
에너지옵티머스 EXCEL II 700W 80PLUS STANDARD 230V EU 벌크,"43,300"
마이크로닉스 ASTRO GD 750W 80PLUS GOLD 풀모듈러,"112,440"
(마이크로닉스) Performance II HV 850W Bronze /파워,"142,000"
에너지옵티머스 EXCEL II 700W 80PLUS STANDARD 230V EU,"44,400"
마이크로닉스 Compact SFX-L 700W 80Plus Platinum,"130,000"
잘만 TeraMax II 1200W 80PLUS Gold 풀모듈러 화이트 ATX 3.0 (PCIE5),"193,100"
잘만 TeraMax II 1200W 80PLUS Gold 풀모듈러 블랙 ATX 3.0 (PCIE5),"189,200"
잘만 TeraMax II 1000W 80PLUS Gold 풀모듈러 화이트 ATX 3.0 (PCIE5),"174,100"
FSP HYPER K PRO 500W 80PLUS Standard 230V EU,"49,700"
마이크로닉스 ASTRO Platinum 1050W 풀모듈러,"221,930"
SuperFlower SF-1300F14XG LEADEX VII GOLD ATX 3.0 (PCIE5),"278,000"
TAGER JN630K 벌크,"15,600"
잘만 TeraMax II 1000W 80PLUS Gold 풀모듈러 블랙 ATX 3.0 (PCIE5),"169,400"
ATUM GENESIS HITMAN 1800W 벌크,"114,070"
TAGER JN600K 벌크,"14,040"
잘만 TeraMax II 850W 80PLUS Gold 풀모듈러 화이트 ATX 3.0 (PCIE5),"155,200"
맥스엘리트 MAXWELL DUKE 1000W 80PLUS PLATINUM 풀모듈러 ATX 3.1 (PCIE5),"220,600"
FSP FSP500-70AGB 에즈윈아이피씨,"90,000"
TAGER JN650K 벌크,"23,520"
잘만 TeraMax II 850W 80PLUS Gold 풀모듈러 블랙 ATX 3.0 (PCIE5),"150,400"
마이크로닉스 Classic II 풀체인지 500W 80PLUS BRONZE 230V EU,"50,500"
FSP FSP2000-52AGPBI 80PLUS GOLD,"525,220"
쿨러마스터 GOLD V650 FULL MODULA,"120,000"
잘만 TeraMax II 750W 80PLUS Gold 풀모듈러 화이트 ATX 3.0 (PCIE5),"145,800"
(스카이디지탈) 파워스테이션4 PS4-350T 86P ActivePFC V2.31 /파워,"51,070"
제이씨현시스템 TUNDRA 리부트 700W FHB 80+ BRONZE,"58,660"
TAGER JN500W GAMING,"31,200"
잘만 TeraMax II 750W 80PLUS Gold 풀모듈러 블랙 ATX 3.0 (PCIE5),"141,000"
Antec NeoECO 850W WHITE 80PLUS GOLD 풀모듈러,"161,200"
