제품명,가격
MANLi 지포스 RTX 4070 Ti SUPER Gallardo D6X 16GB 대원씨티에스,"1,264,600"
갤럭시 갤라즈 GALAX 지포스 GT610 D3 2GB LP,"32,840"
maxsun 라데온 RX 580 2048SP 빅맥 화이트 D5 8GB,"137,680"
MANLi 지포스 RTX 4070 SUPER Rush D6X 12GB 대원씨티에스,"915,200"
인텔 Arc A770 Limited Edition D6 16GB,"477,380"
"PNY XLR8 지포스 RTX 4060 VERTO OC D6 8GB Dual White Edition 제이씨현
※4060 Ti가 아닙니다.","439,900"
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS V2 D6X 8GB,"577,280"
갤럭시 BOY 지포스 RTX 3050 EX BLACK D6 6GB,"285,500"
PowerColor 라데온 RX 7600 XT Fighter D6 16GB,"485,700"
MANLi 지포스 RTX 4060 Ti Rush D6 16GB 대원씨티에스,"631,300"
ASUS ProArt 지포스 RTX 4070 SUPER O12G OC D6X 12GB,"1,029,600"
INNO3D iChiLL 지포스 RTX 4070 Ti D6X 12GB X3,"1,145,600"
STCOM 지포스 G210 D3 1GB LP,"23,000"
GIGABYTE 지포스 RTX 3050 UD2 OC D6 6GB Nano LP 피씨디렉트,"277,000"
MANLi 지포스 RTX 4060 Ti Rush D6 8GB 대원씨티에스,"540,800"
이도디스플레이 지포스 RTX 2060 SUPER RAGE-X D6 8GB TWIN,"331,060"
Colorful 지포스 RTX 4060 토마호크 DUO V2 D6 8GB,"421,200"
갤럭시 GALAX 지포스 RTX 4070 Ti EX GAMER WHITE OC D6X 12GB,"1,245,020"
STCOM 지포스 GT730 D5 2GB LP,"56,220"
갤럭시 GALAX 지포스 RTX 4070 Ti SUPER EX GAMER BLACK OC D6X 16GB,"1,250,000"
Colorful iGame 지포스 RTX 4080 SUPER Vulcan OC D6X 16GB White,"1,798,200"
MANLi 지포스 RTX 4060 Ti Gallardo OC D6 16GB 대원씨티에스,"665,800"
INNO3D 지포스 RTX 3050 D6 6GB TWIN X2,"262,000"
갤럭시 BOY 지포스 RTX 4070 Ti SUPER EX GAMER WHITE OC D6X 16GB,"1,274,320"
Colorful iGame 지포스 RTX 4080 SUPER ULTRA OC D6X 16GB,"1,603,700"
MANLi 지포스 GTX 1650 D6 4GB 대원씨티에스,"195,500"
inno3D 지포스 RTX 3050 D6 8GB TWIN X2,"262,090"
갤럭시 BOY 지포스 RTX 4070 Ti SUPER EX GAMER BLACK OC D6X 16GB,"1,250,000"
Colorful iGame 지포스 RTX 4070 SUPER Advanced OC D6X 12GB,"1,024,400"
maxsun 라데온 RX 550 트랜스포머 D5 4GB,"85,100"
ASRock Phantom Gaming D 라데온 RX 6500 XT OC D6 4GB 에즈윈,"227,770"
갤럭시 갤라즈 GALAX 지포스 RTX 4070 Ti SG OC D6X 12GB,"1,337,640"
GIGABYTE 지포스 RTX 4070 Ti SUPER AERO OC D6X 16GB 제이씨현,"1,345,800"
Colorful iGame 지포스 RTX 4070 Ti SUPER Vulcan OC D6X 16GB White,"1,514,150"
STCOM 지포스 RTX 3060 D6 12GB,"391,000"
GIGABYTE 지포스 RTX 4070 Ti SUPER EAGLE OC D6X 16GB 제이씨현,"1,279,000"
Colorful iGame 지포스 RTX 4070 Ti SUPER ULTRA OC D6X 16GB White,"1,304,170"
GIGABYTE 지포스 GTX 1650 UD2 OC V2 D6 4GB 피씨디렉트,"220,380"
갤럭시 갤라즈 GALAX 지포스 RTX 3050 EX BLACK OC D6 8GB,"307,770"
GIGABYTE 지포스 RTX 4070 Ti SUPER Gaming OC D6X 16GB 제이씨현,"1,321,800"
Colorful 지포스 RTX 4070 Ti SUPER 토마호크 EX D6X 16GB,"1,243,800"
GIGABYTE 지포스 RTX 3050 EAGLE OC D6 8GB 피씨디렉트,"497,580"
ASRock 라데온 RX 7700 XT 스틸레전드 OC D6 12GB 디앤디컴,"705,000"
GIGABYTE AORUS 지포스 RTX 4070 Ti SUPER Master D6X 16GB 제이씨현,"1,389,500"
ASRock 라데온 RX 7800 XT 스틸레전드 OC D6 16GB 디앤디컴,"773,000"
GIGABYTE 지포스 RTX 4060 UD2 D6 8GB 피씨디렉트,"418,680"
GIGABYTE 지포스 RTX 4070 Ti SUPER WINDFORCE OC D6X 16GB 제이씨현,"1,238,600"
AMD 라데온 PRO W6600 D6 8GB 대원CTS,"740,500"
MSI 지포스 RTX 4060 벤투스 2X 블랙 OC D6 8GB,"423,000"
GAINWARD 지포스 RTX 4070 Ti SUPER 팬서 OC D6X 16GB,"1,199,180"
AMD 라데온 PRO W6600 D6 8GB,"986,420"
갤럭시 GALAX 지포스 RTX 4060 EX BLACK OC D6 8GB,"454,500"
이엠텍 지포스 RTX 4070 Ti SUPER BLACK STORM OC D6X 16GB,"1,216,000"
GAINWARD 지포스 RTX 4070 Ti SUPER 피닉스 D6X 16GB,"1,199,180"
STCOM 라데온 RX 580 D5 8GB,"124,950"
PNY 지포스 RTX 4070 Ti SUPER VERTO OC D6X 16GB TF 마이크로닉스,"1,202,260"
GIGABYTE 지포스 RTX 3070 Ti Gaming OC D6X 8GB 제이씨현,"1,402,340"
SAPPHIRE 라데온 RX 6600 PULSE D6 8GB Dual-X,"394,200"
PNY XLR8 지포스 RTX 4070 Ti SUPER VERTO EPIC-X RGB OC D6X 16GB TF 마이크로닉스,"1,251,670"
XFX 라데온 RX 6600 SWFT 210 CORE D6 8GB,"286,000"
GIGABYTE AORUS 지포스 RTX 3070 Ti Master D6X 8GB 제이씨현,"1,502,500"
ASUS ROG STRIX 지포스 RTX 4070 Ti O12G GAMING OC D6X 12GB,"1,339,500"
GIGABYTE 지포스 RTX 4060 Gaming OC D6 8GB 피씨디렉트,"470,440"
ASUS ProArt 지포스 RTX 4070 O12G OC D6X 12GB,"939,710"
ASUS TUF Gaming 지포스 RTX 4070 Ti O12G OC D6X 12GB,"1,152,400"
GIGABYTE 지포스 RTX 4060 EAGLE OC D6 8GB 피씨디렉트,"441,000"
SAPPHIRE 라데온 RX 7800 XT PURE OC D6 16GB,"761,300"
갤럭시 GALAX 지포스 RTX 4070 SUPER EX GAMER WHITE OC D6X 12GB,"949,500"
갤럭시 GALAX 지포스 RTX 3050 EX BLACK D6 6GB,"284,100"
NVIDIA RTX A5500 D6 24GB 엔비디아코리아 정품,"5,185,200"
GIGABYTE 지포스 RTX 4060 AERO OC D6 8GB 피씨디렉트,"479,400"
GIGABYTE 지포스 RTX 4060 WINDFORCE OC D6 8GB 제이씨현,"424,300"
갤럭시 BOY 지포스 RTX 4060 Ti OC D6 8GB,"535,020"
NVIDIA RTX A4500 D6 20GB 엔비디아코리아 정품,"2,791,200"
ASUS ROG STRIX 지포스 RTX 4070 Ti GAMING D6X 12GB,"1,339,500"
GIGABYTE 지포스 RTX 4060 Gaming OC D6 8GB 제이씨현,"460,500"
갤럭시 BOY 지포스 RTX 4060 2X OC D6 8GB,"416,670"
ASUS DUAL 라데온 RX 7900 GRE OC O16G D6 16GB,"832,000"
GIGABYTE 지포스 RTX 4060 EAGLE OC D6 8GB 제이씨현,"438,500"
AFOX 지포스 RTX 2060 SUPER H4 D6 8GB DUAL 디앤디컴,"339,460"
갤럭시 BOY 지포스 GTX 1650 EX PLUS D6 4GB,"207,930"
GIGABYTE AORUS 지포스 RTX 4080 Xtreme 워터블럭 D6X 16GB 피씨디렉트,"1,987,010"
GIGABYTE 지포스 RTX 4060 AERO OC D6 8GB 제이씨현,"471,440"
GIGABYTE 지포스 RTX 4060 Ti WINDFORCE OC D6 8GB 제이씨현,"530,990"
NVIDIA T400 D6 4GB (병행수입),"230,570"
ASUS DUAL 지포스 RTX 4060 O8G OC D6 8GB White,"453,000"
MSI 지포스 RTX 3050 벤투스 2X XS OC D6 8GB,"294,700"
GIGABYTE 지포스 GT1030 UD2 D5 2GB 미니미 피씨디렉트,"101,400"
Colorful 지포스 RTX 3050 토마호크 DUO V2 D6 8GB,"306,800"
Colorful iGame 지포스 RTX 4060 ULTRA OC White D6 8GB,"463,800"
갤럭시 GALAX 지포스 RTX 4070 2X D6X 12GB,"807,000"
MSI 지포스 GTX 1650 벤투스 XS OC V3 D6 4GB,"200,500"
AFOX 지포스 GT730 D3 1GB LP 무소음 디앤디컴,"48,890"
NVIDIA T1000 D6 8GB (병행수입),"566,130"
Colorful 지포스 RTX 4060 토마호크 DUO D6 8GB,"426,400"
ASRock 라데온 RX 7600 CHALLENGER OC D6 8GB 대원씨티에스,"345,860"
ASUS DUAL 라데온 RX 560 D5 4GB,"120,510"
액슬 지포스 RTX 3060 Ti D6 8GB 에즈윈,"464,230"
NVIDIA RTX 5000 Ada Generation D6 32GB 엔비디아코리아 정품,"6,900,300"
NVIDIA RTX A2000 D6 12GB (병행수입),"818,320"
INNO3D 지포스 RTX 4060 D6 8GB TWIN X2,"392,180"
액슬 지포스 GTX 1660 SUPER D6 6GB 에즈윈,"254,000"
ASUS DUAL 지포스 RTX 3050 O6G OC D6 6GB,"299,500"
NVIDIA RTX A4000 D6 16GB (병행수입),"1,487,260"
INNO3D 지포스 RTX 4060 OC D6 8GB TWIN X2,"412,800"
액슬 지포스 GTX1050 Ti D5 4GB 에즈윈,"165,400"
ASRock 라데온 RX 7600 XT 스틸레전드 OC D6 16GB 에즈윈,"516,990"
GIGABYTE 지포스 RTX 4060 EAGLE OC ICE D6 8GB 피씨디렉트,"449,000"
액슬 지포스 GT1030 D5 2GB 에즈윈,"89,540"
ASUS DUAL 지포스 RTX 4060 D6 8GB,"438,890"
이엠텍 지포스 RTX 4070 Ti SUPER MIRACLE WHITE D6X 16GB,"1,238,000"
GIGABYTE 지포스 RTX 4070 Ti SUPER EAGLE OC ICE D6X 16GB 피씨디렉트,"1,299,000"
MANLi 지포스 RTX 4060 Rush D6 8GB,"431,830"
NVIDIA RTX 4000 SFF Ada Generation D6 20GB LP 엔비디아코리아 정품,"2,150,000"
액슬 지포스 G210 D3 1GB 에즈윈,"23,670"
이엠텍 지포스 RTX 4080 SUPER MIRACLE WHITE D6X 16GB,"1,596,000"
MSI 지포스 GT1030 에어로 ITX OC D4 2GB,"99,850"
XFX 라데온 RX 7600 QICK 308 BLACK D6 8GB,"403,500"
PNY 지포스 RTX 4060 VERTO D6 8GB Dual 제이씨현,"408,010"
액슬 지포스 GT730 클래식 D3 2GB 에즈윈,"47,250"
SPARKLE Arc A770 TITAN OC D6 16GB,"503,900"
PowerColor 라데온 RX 6600 Fighter D6 8GB 대원씨티에스,"263,100"
SAPPHIRE 라데온 RX 7900 XTX PULSE OC D6 24GB,"1,630,700"
XFX 라데온 RX 7600 SWFT 210 CORE D6 8GB,"387,210"
PowerColor 라데온 RX 6750 XT Fighter D6 12GB 대원씨티에스,"421,200"
PowerColor 라데온 RX 7900 XTX Hellhound D6 24GB 대원씨티에스,"1,347,100"
ASRock Phantom Gaming D Arc A770 OC D6 8GB 에즈윈,"463,000"
이엠텍 지포스 RTX 4060 STORM X Dual D6 8GB,"425,380"
PowerColor 라데온 RX 7600 Fighter D6 8GB 대원씨티에스,"330,500"
PowerColor 라데온 RX 7700 XT Fighter D6 12GB 대원씨티에스,"634,400"
PowerColor 라데온 RX 7800 XT Hellhound D6 16GB 대원씨티에스,"708,000"
GIGABYTE 지포스 RTX 3050 WINDFORCE OC D6 6GB 제이씨현,"272,400"
PowerColor 라데온 RX 7800 XT Hellhound Spectral White D6 16GB 대원씨티에스,"716,000"
ASUS 지포스 RTX 4080 SUPER O16G NOCTUA OC D6X 16GB,"2,154,000"
GIGABYTE 지포스 RTX 4070 SUPER EAGLE OC ICE D6X 12GB 피씨디렉트,"939,500"
GAINWARD 지포스 RTX 4060 파이썬 II D6 8GB,"417,910"
ASUS ROG STRIX 지포스 RTX 4080 SUPER GAMING D6X 16GB White,"2,070,000"
inno3D 지포스 RTX 3060 D6 12GB TWIN X2,"533,180"
MSI 지포스 GTX 1650 벤투스 S OC D5 4GB,"399,400"
ASRock 라데온 RX 7600 CHALLENGER OC D6 8GB 디앤디컴,"372,000"
ASRock 라데온 RX 7900 GRE 스틸레전드 OC D6 16GB 대원씨티에스,"869,400"
ASRock 라데온 RX 7900 GRE CHALLENGER OC D6 16GB 대원씨티에스,"812,200"
XFX 라데온 RX 6800 SWFT 319 CORE D6 16GB,"487,100"
XFX 라데온 RX 7800 XT QICK 319 CORE D6 16GB,"765,400"
액슬 라데온 RX 580 2048SP D5 8GB R2 에즈윈,"124,800"
MSI 지포스 RTX 3060 Ti 게이밍 X D6 8GB 트윈프로져8 LHR,"493,550"
이도디스플레이 지포스 GTX 1660 SUPER RAGE-X D6 6GB Dual,"258,010"
MSI 지포스 RTX 4070 벤투스 2X OC D6X 12GB,"774,980"
XFX 라데온 RX 7700 XT QICK 319 BLACK D6 12GB,"665,630"
갤럭시 GALAX 지포스 RTX 4070 Ti SUPER EX GAMER WHITE OC D6X 16GB,"1,274,320"
XFX 라데온 RX 7800 XT MERC 319 BLACK D6 16GB,"784,100"
GIGABYTE 지포스 RTX 4060 EAGLE OC ICE D6 8GB 제이씨현,"452,910"
SAPPHIRE 라데온 RX 6400 PULSE D6 4GB,"193,900"
TAGER 지포스 GT730 D3 1GB LP V2,"48,380"
"PNY XLR8 지포스 RTX 4060 VERTO OC D6 8GB Dual White Edition 마이크로닉스
※4060 Ti가 아닙니다.","431,290"
GIGABYTE 지포스 RTX 4060 Ti EAGLE OC ICE D6 8GB 제이씨현,"602,160"
GIGABYTE 라데온 RX 7900 XTX D6 24GB 제이씨현,"1,550,890"
GIGABYTE 라데온 RX 7900 XT D6 20GB 제이씨현,"1,367,800"
FORSA 지포스 GTX 1660 Ti Gaming K D6 6GB,"271,400"
MSI 지포스 RTX 3090 슈프림 X D6X 24GB 트라이프로져2S,"3,573,300"
ASL 지포스 RTX 4070 SUPER RAGE-X WHITE D6X 12GB DUAL,"866,700"
갤럭시 갤라즈 GALAX 지포스 GT710 D3 2GB LP 무소음,"47,250"
ASUS DUAL 지포스 RTX 4060 Ti O8G EVO OC D6 8GB,"586,720"
ASUS DUAL 지포스 RTX 4060 O8G EVO OC D6 8GB,"472,100"
SPARKLE Arc A310 ELF OC D6 4GB,"157,210"
Colorful 지포스 RTX 4070 SUPER 토마호크 EX D6X 12GB,"910,000"
Colorful 지포스 GT710 REVENGE D3 2GB LP,"46,320"
inno3D 지포스 RTX 4070 SUPER OC D6X 12GB X3,"912,200"
MANLi 지포스 RTX 3050 RUSH D6 6GB,"261,000"
GIGABYTE 지포스 RTX 4070 Ti EAGLE OC D6X 12GB 피씨디렉트,"1,110,000"
PNY XLR8 지포스 RTX 4080 SUPER VERTO EPIC-X RGB OC D6X 16GB TF 제이씨현,"1,580,800"
STCOM 지포스 RTX 4060 DUAL D6 8GB,"413,900"
AFOX 지포스 GT1030 L5 D5 2GB LP 디앤디컴,"91,100"
PNY 지포스 RTX 4090 VERTO D6X 24GB Triple 제이씨현,"2,897,500"
GIGABYTE 지포스 RTX 4070 Ti Gaming OC D6X 12GB 피씨디렉트,"1,148,680"
PowerColor 라데온 RX 6700 XT Fighter D6 12GB,"414,900"
엑슬 지포스 RTX 3070 Ti D6X 8GB 에즈윈,"651,570"
ASUS DUAL 지포스 RTX 3060 O12G OC D6 12GB,"439,500"
GIGABYTE 지포스 RTX 4090 WINDFORCE V2 D6X 24GB 제이씨현,"2,891,300"
GIGABYTE 지포스 RTX 4080 SUPER WINDFORCE V2 D6X 16GB 피씨디렉트,"1,614,000"
SAPPHIRE 라데온 RX 7900 GRE PULSE D6 16GB,"824,400"
XFX 라데온 RX 6500 XT QICK 210 BLACK D6 4GB,"205,800"
AMD 라데온 PRO W7900 D6 48GB,"7,102,420"
PowerColor 라데온 RX 7600 Fighter D6 8GB,"384,800"
XFX 라데온 RX 7800 XT QICK 319 CORE WHITE D6 16GB,"794,500"
SAPPHIRE 라데온 RX 7900 GRE NITRO+ D6 16GB,"886,000"
AMD 라데온 PRO W7800 D6 32GB,"4,426,150"
MSI 지포스 GTX 1650 벤투스 S V1 OC D5 4GB,"306,950"
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS SG OC V2 D6X 8GB,"612,820"
XFX 라데온 RX 7900 XTX MERC 310 BLACK D6 24GB,"1,489,300"
이엠텍 지포스 RTX 4070 SUPER MIRACLE X3 WHITE D6X 12GB,"929,990"
PowerColor 라데온 RX 7700 XT Fighter D6 12GB,"641,700"
ASUS ROG STRIX 지포스 RTX 4060 O8G GAMING OC D6 8GB,"558,800"
MSI 지포스 RTX 4070 Ti SUPER 벤투스 3X OC D6X 16GB,"1,187,000"
ASUS ProArt 지포스 RTX 4060 Ti O16G OC D6 16GB,"793,050"
MSI 지포스 RTX 4070 Ti SUPER 게이밍 X 슬림 D6X 16GB 트라이프로져3,"1,255,000"
MSI 지포스 RTX 4070 Ti SUPER 게이밍 X 슬림 화이트 D6X 16GB 트라이프로져3,"1,274,000"
GIGABYTE 라데온 RX 7600 Gaming OC D6 8GB 제이씨현,"390,000"
ASUS ROG STRIX 지포스 RTX 4070 Ti SUPER GAMING D6X 16GB,"1,612,000"
ZOTAC 지포스 RTX 4070 Ti SUPER Trinity OC D6X 16GB White,"1,255,000"
ASUS ROG STRIX 지포스 RTX 4070 Ti SUPER O16G GAMING OC D6X 16GB,"1,645,840"
ZOTAC 지포스 RTX 4070 Ti SUPER AMP Holo D6X 16GB,"1,293,300"
ASUS TUF Gaming 지포스 RTX 4070 Ti SUPER D6X 16GB,"1,405,040"
GIGABYTE 지포스 RTX 3060 WINDFORCE OC D6 12GB 피씨디렉트,"399,300"
NVIDIA RTX A4500 D6 20GB (병행수입),"2,228,060"
ZOTAC 지포스 RTX 4070 Ti SUPER Trinity D6X 16GB Black,"1,220,000"
ASUS TUF Gaming 지포스 RTX 4070 Ti SUPER O16G OC D6X 16GB,"1,435,920"
GIGABYTE 지포스 RTX 4070 Ti SUPER WINDFORCE OC D6X 16GB 피씨디렉트,"1,144,050"
ASUS ProArt 지포스 RTX 4070 Ti SUPER O16G OC D6X 16GB,"1,388,400"
GIGABYTE 지포스 RTX 4070 Ti SUPER EAGLE OC D6X 16GB 피씨디렉트,"1,289,000"
ASUS TUF Gaming 지포스 RTX 4070 Ti SUPER O16G OC D6X 16GB White,"1,471,600"
GIGABYTE 지포스 RTX 3060 Gaming OC D6 8GB 피씨디렉트,"366,000"
MSI 지포스 RTX 4090 게이밍 X 슬림 D6X 24GB 트라이프로져3,"2,940,000"
GIGABYTE 지포스 RTX 4070 Ti SUPER AERO OC D6X 16GB 피씨디렉트,"1,351,300"
inno3D 지포스 RTX 4070 Ti SUPER OC D6X 16GB X3,"1,216,800"
GIGABYTE 지포스 GTX 1660 SUPER UDV D6 6GB 피씨디렉트,"285,560"
NVIDIA T1000 D6 4GB 엔비디아코리아 정품,"467,000"
inno3D 지포스 RTX 4070 Ti SUPER OC D6X 16GB TWIN X2 WHITE,"1,216,800"
NVIDIA RTX A5000 D6 24GB 엔비디아코리아 정품,"3,513,400"
GIGABYTE 지포스 RTX 4070 Ti SUPER Gaming OC D6X 16GB 피씨디렉트,"1,322,000"
PNY XLR8 지포스 RTX 4070 Ti SUPER VERTO EPIC-X RGB OC D6X 16GB TF 제이씨현,"1,260,940"
STCOM 지포스 RTX 4070 Ti SUPER D6X 16GB,"1,187,850"
PNY 지포스 RTX 4070 Ti SUPER VERTO OC D6X 16GB TF 제이씨현,"1,188,700"
AFOX 지포스 RTX 3090 D6 24GB 대원씨티에스,"2,197,630"
액슬 지포스 RTX 3070 D6 8GB White 에즈윈,"572,780"
갤럭시 GALAX 지포스 RTX 4070 SUPER EX GAMER BLACK OC D6X 12GB,"939,780"
갤럭시 BOY 지포스 RTX 4070 SUPER EX GAMER WHITE OC D6X 12GB,"945,000"
갤럭시 BOY 지포스 RTX 4070 SUPER EX GAMER BLACK OC D6X 12GB,"939,780"
FORSA 지포스 GT730 D3 1GB LP,"50,400"
ASL 지포스 RTX 3050 RAGE-X WHITE D6 6GB Dual,"254,800"
GIGABYTE 지포스 RTX 4090 AERO OC D6X 24GB 피씨디렉트,"2,968,000"
갤럭시 GALAX 지포스 RTX 4080 SG OC V2 D6X 16GB,"1,680,400"
이엠텍 지포스 GTX 1050 Ti MIRACLE II D5 4GB,"184,900"
MAXSUN 지포스 GT730 파워해머 SI D3 1GB LP,"46,320"
이엠텍 지포스 RTX 4070 Ti SUPER GAMINGPRO OC D6X 16GB,"1,326,000"
COLORFUL 지포스 GT710 REVENGE D3 1GB,"46,240"
FORSA 지포스 GTX 1660 SUPER K D5 6GB,"277,020"
MANLi 지포스 RTX 3060 Rush D6 12GB LHR,"393,150"
MAXSUN 지포스 GT730 파워해머 SI D3 2GB LP,"55,070"
이엠텍 지포스 RTX 4070 Ti SUPER GAMINGPRO D6X 16GB,"1,282,000"
인텔 Arc A750 Limited Edition D6 8GB,"315,200"
GIGABYTE 지포스 RTX 3060 Gaming OC V2 D6 8GB 제이씨현,"360,000"
FORSA 지포스 GT1030 D5 2GB,"103,000"
갤럭시 BOY 지포스 RTX 4080 SUPER SG WHITE OC D6X 16GB,"1,735,800"
STCOM 지포스 RTX 4070 Ti D6X 12GB,"1,093,000"
FORSA 지포스 GT730 128bit D3 1GB LP,"55,410"
NVIDIA Ampere generation NV링크 브릿지 3-Slot,"235,420"
NVIDIA RTX A2000 D6 12GB 엔비디아코리아 정품,"899,010"
갤럭시 갤라즈 GALAX 지포스 RTX 3060 Ti PLUS EX WHITE OC V2 D6X 8GB,"612,820"
STCOM 지포스 RTX 4060 Ti D6 8GB,"535,250"
갤럭시 GALAX 지포스 RTX 4080 SUPER SG WHITE OC D6X 16GB,"1,726,000"
AMD 라데온 PRO WX3100 D5 4GB LP 대원CTS,"195,500"
ASUS TUF Gaming 라데온 RX 7800 XT O16G OC D6 16GB,"780,000"
갤럭시 BOY 지포스 RTX 4080 SUPER SG OC D6X 16GB,"1,704,000"
AMD 라데온 PRO WX3200 D5 4GB LP 대원CTS,"206,970"
ZOTAC GAMING 지포스 RTX 4060 TWIN Edge OC D6 8GB White,"425,020"
ASUS TUF Gaming 라데온 RX 7700 XT O12G OC D6 12GB,"717,600"
NVIDIA RTX 5000 Ada Generation D6 32GB 병행수입,"6,652,650"
INNO3D 지포스 GT1030 D5 2GB LP 무소음,"101,900"
GIGABYTE AORUS 라데온 RX 6900 XT Xtreme 워터블럭 D6 16GB,"676,000"
AMD 라데온 PRO W5500 D6 8GB 대원CTS,"428,500"
Colorful 지포스 GTX 1630 토마호크 D6 4GB,"177,610"
GAINWARD 지포스 RTX 3050 페가수스 D6 6GB,"256,800"
MSI 라데온 RX 6950 XT 게이밍 X 트리오 D6 16GB 트라이프로져2,"1,308,890"
SAPPHIRE 라데온 RX 7900 XT NITRO OC D6 20GB,"1,362,400"
AFOX 지포스 GTX1050 Ti H5 D5 4GB DUAL 디앤디컴,"163,660"
MANLi 지포스 RTX 4070 SUPER Polar Fox D6X 12GB White,"957,800"
NVIDIA RTX A5000 D6 24GB (병행수입),"3,180,650"
MSI 지포스 RTX 4070 벤투스 2X E OC D6X 12GB,"831,070"
MANLi 지포스 RTX 4070 Ti SUPER Polar Fox D6X 16GB White,"1,269,800"
MSI 지포스 RTX 4060 Ti 게이밍 X D6 8GB 트윈프로져9,"587,000"
MANLi 지포스 RTX 4080 SUPER Polar Fox D6X 16GB White,"1,615,100"
FORSA 지포스 RTX 3070 eXtreme edition D6 8GB,"572,000"
액슬 지포스 RTX 3050 D6 6GB 에즈윈,"256,800"
GIGABYTE 라데온 RX 6400 UD2 D6 4GB Nano LP 제이씨현,"191,300"
MANLi 지포스 RTX 3050 Gallardo D6 8GB,"341,680"
SAPPHIRE 라데온 RX 6900 XT TOXIC OC D6 16GB Extream Edition,"1,237,600"
GIGABYTE 지포스 GT1030 UD2 D5 2GB 미니미,"100,900"
MANLi 지포스 RTX 3050 Rush V2 D6 8GB,"291,300"
이엠텍 지포스 RTX 3050 STORM X NANO D6 6GB,"265,000"
GIGABYTE 지포스 RTX 3070 Gaming OC V2 D6 8GB 제이씨현,"743,130"
ASUS DUAL 지포스 RTX 4060 Ti O8G OC D6 8GB White,"602,160"
갤럭시 GALAX 지포스 RTX 3050 WHITE D6 6GB LP,"291,700"
갤럭시 BOY 지포스 RTX 3050 WHITE D6 6GB LP,"291,700"
(포사) FORSA 지포스 G210 D3 512MB 64-bit LP,"29,200"
MSI 지포스 RTX 3060 Ti 벤투스 2X OC V1 D6 8GB LHR,"583,290"
FORSA 지포스 GTX 1650 K D6 4G DUAL,"198,600"
액슬 지포스 GTX 1650 D6 4GB 에즈윈,"196,530"
GIGABYTE 지포스 GT1030 UD2 D4 2GB 미니미 피씨디렉트,"101,990"
갤럭시 갤라즈 BOY 지포스 GTX 1630 EX OC D6 4GB,"172,930"
ZOTAC GAMING 지포스 3070 Ti D6X 8GB,"684,240"
GIGABYTE 지포스 RTX 4090 WINDFORCE V2 D6X 24GB 피씨디렉트,"2,887,400"
SPARKLE Arc A380 ELF OC D6 6GB,"194,500"
ZOTAC GAMING 지포스 RTX 3080 AMP Holo Black D6X 10GB LHR,"931,020"
GIGABYTE 지포스 RTX 4060 UD2 OC D6 8GB Nano LP 제이씨현,"451,300"
갤럭시 GALAX 지포스 RTX 4080 ST D6X 16GB,"1,721,830"
SAPPHIRE 라데온 RX 7600 XT PULSE OC D6 16GB,"507,500"
액슬 지포스 RTX 3060 Ti D6 8GB White 에즈윈,"506,500"
PNY 지포스 RTX 3060 Ti UPRISING D6 8GB Dual LHR 마이크로닉스,"1,279,910"
ZOTAC GAMING 지포스 RTX 3060 Ti TWIN Edge OC D6 8GB LHR,"728,990"
SAPPHIRE 라데온 RX 6900 XT TOXIC Air Cooled OC D6 16GB Tri-X,"1,372,800"
AFOX 지포스 GT1030 D5 2GB LP 에이치엔에스텍,"88,420"
GIGABYTE 지포스 GTX 1650 WINDFORCE OC D6 4GB 피씨디렉트,"234,440"
Colorful iGame 지포스 RTX 4060 ULTRA DUO OC D6 8GB White,"443,000"
GIGABYTE AORUS SLI HB 브릿지 L,"38,480"
