제품명,가격
ASUS TUF Gaming A620M-PLUS WIFI 대원씨티에스,"189,090"
ASUS Tinker board 2S/2G (어댑터 포함),"159,290"
ASRock B650M PG Lightning + WiFi6E 모듈 패키지 에즈윈,"184,520"
Biostar B650MT-E PRO 제이씨현,"127,640"
ASUS ROG STRIX B760-A GAMING WIFI D4 인텍앤컴퍼니,"307,800"
ASRock W790 WS 대원씨티에스,"1,358,720"
ASUS PRIME B760M-K D4 인텍앤컴퍼니,"145,820"
GIGABYTE H610M K D4 제이씨현,"86,500"
ECS ADLN-I3 N100 코잇 (무지박스) (60W 어댑터 포함),"230,310"
ASUS ROG STRIX B660-A GAMING WIFI D4 코잇,"339,680"
ASUS PRIME B760M-K STCOM,"170,180"
GIGABYTE TRX50 AERO D 제이씨현,"1,043,750"
ECS ADLN-I N100 코잇 (무지박스) (65W 어댑터 포함),"186,850"
ASUS ROG STRIX B660-F GAMING WIFI 코잇,"375,710"
GIGABYTE A620M S2H 피씨디렉트,"120,000"
ECS ADLN-I3 N100 코잇 (무지박스),"216,190"
Biostar H410MH,"71,800"
ASUS TUF Gaming A620M-PLUS WIFI STCOM,"191,400"
ECS ADLN-I N100 코잇 (무지박스),"173,820"
ASRock H610M-ITX/ac D4 디앤디컴,"166,000"
ASUS TUF Gaming A620M-PLUS STCOM,"175,990"
ASUS TUF Gaming A620-PRO WIFI STCOM,"264,000"
ASUS PRIME A620M-A STCOM,"148,470"
GIGABYTE B650M K 제이씨현,"160,980"
ASUS ROG STRIX Z790-F GAMING WIFI II 인텍앤컴퍼니,"621,720"
ASUS ROG STRIX Z790-E GAMING WIFI II 인텍앤컴퍼니,"716,420"
ASUS WS X299 SAGE iBORA,"959,340"
ASUS ROG STRIX Z790-A GAMING WIFI II 인텍앤컴퍼니,"588,780"
ASUS WS X299 SAGE STCOM,"989,190"
ASUS ROG MAXIMUS Z790 FORMULA 인텍앤컴퍼니,"1,124,030"
ASUS PRIME H610M-E D4 (아이보라),"112,200"
ASUS WS X299 PRO/SE STCOM,"607,580"
GIGABYTE Z490 AORUS MASTER 피씨디렉트,"336,510"
ASUS ROG MAXIMUS Z790 DARK HERO 인텍앤컴퍼니,"952,140"
ASUS TUF Gaming B760M-BTF WIFI 인텍앤컴퍼니,"294,390"
ASUS ROG STRIX B660-A GAMING WIFI D4 (아이보라),"343,800"
ASUS PRIME H610M-K ARGB 인텍앤컴퍼니,"121,460"
ASUS ProArt Z790-CREATOR WIFI 인텍앤컴퍼니,"749,360"
ASUS PRIME H610M-K D5 인텍앤컴퍼니,"118,370"
ASUS PRIME H610I-PLUS 인텍앤컴퍼니,"188,300"
GIGABYTE H410M H V2 듀러블에디션 피씨디렉트,"84,000"
ASUS ROG STRIX Z790-F GAMING WIFI II 코잇,"519,500"
ASUS PRIME H610I-PLUS 코잇,"182,100"
ASUS WS C621E SAGE iBORA,"955,220"
ASUS PRIME B760M-A WIFI STCOM,"237,630"
ASUS ROG STRIX Z790-A GAMING WIFI II 코잇,"500,800"
ASUS TUF Gaming B760M-PLUS STCOM,"204,710"
ASUS ROG MAXIMUS Z790 FORMULA 코잇,"1,077,100"
ASUS TUF Gaming B760M-E D4 STCOM,"200,250"
Colorful CVN Z790M FROZEN D5 V20 STCOM,"288,210"
ASUS ROG STRIX B760-G GAMING WIFI STCOM,"299,660"
ASRock A620M-HDV/M.2+ 디앤디컴,"129,300"
ASUS PRIME H610M-D D4 코잇,"103,000"
ASUS ROG STRIX B760-A GAMING WIFI STCOM,"314,000"
ASRock A620M-HDV/M.2 디앤디컴,"110,140"
ASUS TUF Gaming B760M-PLUS WIFI II 코잇,"231,900"
ASUS PRIME B760M-A STCOM,"160,900"
MSI PRO A620M-E,"110,000"
ASUS PRIME H610M-D 코잇,"118,690"
ASRock Z790 Nova WIFI 디앤디컴,"519,810"
GIGABYTE H610M H D4 듀러블에디션 피씨디렉트,"92,330"
GIGABYTE B760M AORUS ELITE X AX 피씨디렉트,"231,000"
ASRock Z790 Taichi Carrara 에즈윈,"834,790"
GIGABYTE H610M H V2 D4 제이씨현 (벌크),"94,700"
ASRock B760M-HDV/M.2 D5 에즈윈 (벌크),"133,100"
ASUS PRIME B650M-A II 대원씨티에스,"159,300"
ASRock X670E Taichi Carrara 대원씨티에스,"844,060"
ASUS PRIME B650-PLUS STCOM,"293,130"
ASRock H510M-HDV/M.2 에즈윈,"96,600"
ASUS ROG STRIX B650-A GAMING WIFI STCOM,"343,880"
GIGABYTE H610M K 제이씨현,"101,900"
GIGABYTE B650 AORUS ELITE AX ICE 피씨디렉트,"303,000"
ASUS TUF Gaming B650-PLUS WIFI STCOM,"338,810"
GIGABYTE B760M H D4 제이씨현,"130,730"
ASUS TUF Gaming B650-PLUS STCOM,"296,610"
ASUS TUF Gaming B650M-PLUS WIFI STCOM,"273,720"
ASUS ROG STRIX Z790-I GAMING WIFI STCOM,"583,020"
ASUS TUF Gaming B650M-PLUS STCOM,"251,630"
ASUS PRIME H610M-K D4 (아이보라),"93,670"
MSI MPG Z790 카본 WIFI,"488,000"
ASRock H610M-HDV/M.2+ D5 디앤디컴 (벌크),"101,900"
ASUS PRIME X670-P WIFI-CSM STCOM,"451,000"
ASUS ROG STRIX X670E-F GAMING WIFI STCOM,"648,030"
ASUS PRIME X670E-PRO WIFI-CSM STCOM,"566,000"
ASUS ROG CROSSHAIR X670E Gene STCOM,"835,100"
ASRock Z790 스틸레전드 WiFi D5 에즈윈,"392,000"
ASUS ROG STRIX X670E-I GAMING WIFI STCOM,"642,990"
ECS DURATHON2 B760H7-M8 코잇,"142,050"
GIGABYTE H610M S2H 듀러블에디션 피씨디렉트,"117,000"
ASUS TUF Gaming X670E-PLUS WIFI STCOM,"431,290"
ECS DURATHON2 B760H7-M8 코잇 벌크,"141,020"
ASUS TUF Gaming X670E-PLUS STCOM,"407,000"
GIGABYTE Z790 UD 제이씨현,"291,300"
ASRock Z790 Taichi D5 디앤디컴,"811,200"
ASUS ProArt X670E-CREATOR WIFI STCOM,"745,200"
GIGABYTE Z790 AERO G 피씨디렉트,"450,460"
ASRock B550M-HDV 대원씨티에스,"96,250"
ASUS H81M-K (STCOM),"124,800"
GIGABYTE Z790 AERO G 제이씨현,"440,670"
ASUS PRIME Z790-P WIFI-CSM 코잇,"357,700"
GIGABYTE B650M DS3H 듀러블에디션 피씨디렉트,"182,760"
ASUS ROG STRIX X670E-E GAMING WIFI STCOM,"713,990"
Biostar B550MX/E PRO 이엠텍,"104,990"
ASRock A520M-HDV 디앤디컴 (벌크),"72,710"
ASUS PRIME Z790-P-CSM 코잇,"323,270"
ASUS ROG STRIX X670E-A GAMING WIFI STCOM,"627,490"
ASRock Z790 Pro RS D5 + WiFi6E 모듈 패키지 디앤디컴,"344,500"
ASRock A520M-HVS 디앤디컴 (벌크),"69,500"
ASRock B760M-HDV/M.2 D5 디앤디컴 (벌크),"133,500"
ASUS ROG STRIX B550-XE GAMING (Wi-Fi) STCOM,"424,390"
GIGABYTE H610M S2H V2 D4 듀러블에디션 제이씨현,"113,230"
ASUS P12R-M STCOM,"436,000"
ASRock Z790 PG Lightning D5 디앤디컴,"268,500"
GIGABYTE B650 AERO G 피씨디렉트,"373,000"
MSI MPG Z790 엣지 WIFI,"459,000"
ASUS TUF Gaming B550M-PLUS WiFi II STCOM,"200,720"
GIGABYTE B650M AORUS ELITE AX 피씨디렉트,"262,920"
ASUS TUF Gaming B760M-PLUS WIFI II STCOM,"287,180"
ASUS ROG STRIX B550-A GAMING 대원CTS,"195,570"
ASUS TUF Gaming B550-PLUS WiFi II STCOM,"250,000"
ASUS TUF Gaming B760M-PLUS II STCOM,"262,480"
ASRock Z790 Pro RS D5 디앤디컴,"317,000"
ASUS PRIME B760M-PLUS-CSM STCOM,"216,160"
ASRock TRX50WS 대원씨티에스,"1,183,740"
Biostar H610MH D4 이엠텍,"86,160"
ASUS TUF Gaming B650-E WIFI 대원씨티에스,"289,200"
AFOX IH110D4-MA5-V2 에즈윈,"85,430"
MSI PRO H610M-G DDR4,"99,000"
ASRock Z790 Pro RS D5 에즈윈,"325,780"
ATUM GENESIS B250-P MINING (벌크),"72,050"
MSI PRO H610M-B DDR4,"108,890"
ASUS TUF Gaming B650-E WIFI STCOM,"320,300"
DURATHON2 GLKD-I J4125 코잇 (무지박스),"141,230"
ASUS ROG ZENITH EXTREME ALPHA 대원CTS,"741,120"
ASUS WS C621E SAGE STCOM,"969,630"
ASRock X670E Pro RS 에즈윈,"450,330"
GIGABYTE B550M DS3H 듀러블에디션 피씨디렉트,"111,000"
ASUS PRIME X670E-PRO WIFI 대원씨티에스,"438,700"
Supermicro X13SWA-TF (STCOM),"1,507,980"
ASUS ROG CROSSHAIR X670E Gene 대원씨티에스,"781,200"
ASUS ProArt B650-CREATOR STCOM,"423,060"
Supermicro X13DEI-T (STCOM),"1,762,220"
GIGABYTE Z790 AORUS ELITE X THRONE AND LIBERTY EDITION 제이씨현,"376,200"
ASUS ROG STRIX X670E-A GAMING WIFI 대원씨티에스,"616,700"
ASUS ROG STRIX X670E-F GAMING WIFI 대원씨티에스,"661,860"
ASUS ROG STRIX B760-A GAMING WIFI 코잇,"311,790"
Biostar A520MT 이엠텍,"64,850"
ASRock B760M-HDV/M.2 D5 디앤디컴,"132,500"
ASRock Z790 PG Lightning D5 + WiFi6E 모듈 패키지 디앤디컴,"296,450"
ASUS TUF Gaming X670E-PLUS WIFI 대원씨티에스,"427,400"
ASUS ROG STRIX B650E-E GAMING WIFI STCOM,"405,350"
GIGABYTE B760 AORUS ELITE 제이씨현,"228,510"
GIGABYTE B760M D2H 제이씨현,"150,280"
Supermicro H13SSL-NT (STCOM),"1,286,670"
GIGABYTE B550M AORUS ELITE 제이씨현,"121,400"
ASUS ProArt X670E-CREATOR WIFI 대원씨티에스,"753,200"
GIGABYTE B760M H 제이씨현,"122,800"
ASUS Pro B660M-C/CSM D4 코잇,"149,250"
ASUS PRO WS TRX50-SAGE WiFi 대원씨티에스,"1,268,000"
maxsun 챌린저 H510M-H,"86,180"
ASRock B550M-HDV 디앤디컴,"94,000"
ASUS EX B650M-V7 대원씨티에스,"135,000"
ASUS ROG MAXIMUS Z790 DARK HERO 코잇,"947,310"
ASRock Rack SPC621D8 명인일렉트로닉스,"1,183,740"
ASUS TUF Gaming X670E-PLUS 대원씨티에스,"414,900"
GIGABYTE B550M AORUS ELITE 피씨디렉트,"129,240"
ASUS TUF Gaming Z790-PLUS D4 인텍앤컴퍼니,"356,330"
ASUS TUF Gaming Z790-PLUS WIFI D4 인텍앤컴퍼니,"333,150"
MSI PRO B650M-P,"147,000"
ASUS ROG MAXIMUS Z790 HERO STCOM,"933,100"
GIGABYTE A520M S2H 듀러블에디션 제이씨현,"81,830"
ASUS ROG STRIX Z790-F GAMING WIFI STCOM,"573,470"
ASUS 라이젠 스레드리퍼 PRO 5975WX (샤갈 프로) 멀티팩 + PRO WS WRX80E-SAGE SE WIFI II 대원씨티에스,"5,229,030"
ASRock WRX80 Creator R2.0 (대원씨티에스),"1,169,700"
ASUS ROG MAXIMUS Z790 HERO BTF 코잇,"1,027,500"
GIGABYTE A520M H 듀러블에디션 제이씨현,"76,690"
ASUS ROG STRIX Z790-E GAMING WIFI STCOM,"662,990"
Colorful H610M-E M.2 V20 D4 STCOM,"82,350"
ECS A300AM4-TI5 메인보드 (120W 어댑터포함),"131,370"
ASUS ROG STRIX Z790-A GAMING WIFI D4 STCOM,"471,000"
ECS A300AM4-TI5 메인보드 (150W 어댑터포함),"141,880"
ASUS PRIME Z790-A WIFI-CSM STCOM,"451,000"
ECS A300AM4-TI5 제이씨현 (기본) 메인보드,"101,940"
ASUS PRIME Z790M-PLUS D4-CSM STCOM,"320,120"
ASRock B650E 스틸레전드 WiFi 대원씨티에스,"359,240"
MSI MPG Z790 엣지 WIFI DDR4,"355,000"
ASRock B650E PG Riptide WiFi 대원씨티에스,"358,210"
