제품명,가격
G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 블랙 패키지 (64GB(32Gx2)),"322,100"
PNY XLR8 DDR4-3200 Gaming EPIC-X RGB 패키지 (16GB(8Gx2)),"63,820"
TeamGroup T-Force DDR5-8000 CL38 Delta RGB 패키지 (32GB(16Gx2)),"425,590"
G.SKILL 노트북 DDR5-4800 CL40 RIPJAWS (32GB),"139,260"
OLOy DDR4-3600 CL14 BLADE RGB AL 패키지 (16GB(8Gx2)),"153,370"
G.SKILL DDR5-6000 CL30 RIPJAWS S5 J 화이트 패키지 (64GB(32Gx2)),"325,440"
커세어 CORSAIR DDR5-5200 CL40 Dominator Platinum RGB WHITE 패키지 32Gx2 (A5),"551,200"
G.SKILL DDR5-6000 CL30 TRIDENT Z5 RGB J 패키지 (64GB(32Gx2)),"336,560"
PATRIOT 노트북 DDR3-1600 CL11 (4GB),"12,020"
D4 16G PC4-34400 CL18 Xtreem 블랙 (8Gx2) 서린,"169,330"
TeamGroup DDR5-5600 CL46 Elite 서린 (8GB),"37,600"
G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL ELITE 실버 패키지 (16GB(8Gx2)),"161,730"
커세어 CORSAIR DDR5-5600 CL36 Dominator Platinum RGB WHITE 패키지 16Gx2 (A4),"231,440"
PATRIOT 노트북 DDR3-1600 CL11 (8GB),"20,300"
TeamGroup T-CREATE 노트북 DDR5-5600 CL46-45-45 CLASSIC 서린 (16GB),"67,500"
G.SKILL DDR4-3600 CL16 TRIDENT Z ROYAL ELITE 골드 패키지 (16GB(8Gx2)),"161,730"
SK하이닉스 DDR5-4800 (16GB),"68,670"
G.SKILL DDR5-6600 CL34 TRIDENT Z5 RGB 실버 패키지 (32GB(16Gx2)),"202,180"
삼성전자 DDR4 32G PC4-23400 ECC/Unbuffered 서버용 메모리,"96,340"
G.SKILL DDR5-6600 CL34 TRIDENT Z5 RGB 패키지 (32GB(16Gx2)),"202,180"
