제품명,가격
AMD 애슬론 3000G (레이븐 릿지) (벌크),"63,800"
ARCTIC Freezer 4U-M 서린,"81,000"
인텔 코어i5-14세대 14500 (랩터레이크 리프레시) (벌크),"326,710"
인텔 코어i5-14세대 14500 (랩터레이크 리프레시) (벌크+쿨러RS1),"340,500"
인텔 코어i5-12세대 12600K (엘더레이크)(벌크 쿨러RS1),"265,210"
인텔 코어i5-14세대 14600K (랩터레이크 리프레시) (벌크),"436,850"
인텔 코어i7-8세대 8700K (커피레이크)(벌크+동판쿨러),"200,730"
[중고] 인텔 펜티엄 G3220 (하스웰) (중고) AS 1개월,"3,100"
인텔 코어i3-14세대 14100 (랩터레이크 리프레시) (벌크),"192,400"
[중고] 인텔 펜티엄 G3260 (하스웰 리프레시) (중고) AS 1개월,"4,120"
인텔 셀러론 G5925 (코멧레이크S) (정품),"72,050"
인텔 코어i3-14세대 14100 (랩터레이크 리프레시) (벌크+쿨러RS1),"201,700"
인텔 코어i5-8세대 8400 (커피레이크)(벌크+동판쿨러),"100,680"
인텔 코어i3-14세대 14100F (랩터레이크리프레시) (벌크),"150,590"
인텔 코어i9-11세대 11900KF (로켓레이크S)(벌크+동판쿨러),"306,610"
인텔 코어i3-14세대 14100F (랩터레이크 리프레시) (벌크+쿨러RS1),"161,600"
인텔 코어i5-11세대 11600KF (로켓레이크S)(벌크),"160,200"
인텔 코어i5-11세대 11600K (로켓레이크S)(벌크),"204,730"
인텔 코어i5-11세대 11500 로켓레이크S (병행수입벌크+쿨러포함),"218,640"
인텔 코어i5-11세대 11400 (로켓레이크S)(벌크+동판쿨러),"150,960"
인텔 제온 스케일러블 실버 4210 (캐스케이드레이크)(정품),"881,430"
인텔 코어i3-13세대 13100 (랩터레이크) (정품),"200,620"
인텔 코어i3-13세대 13100F (랩터레이크) (정품),"162,530"
인텔 코어i7-11세대 11700K (로켓레이크S)(벌크),"327,270"
인텔 코어i7-11세대 11700F (로켓레이크S)(벌크),"258,690"
인텔 코어i7-11세대 11700 (로켓레이크S)(벌크),"292,150"
인텔 코어i7-11세대 11700F (로켓레이크S)(벌크+쿨러),"264,100"
인텔 코어i7-11세대 11700 (로켓레이크S)(벌크+쿨러),"297,350"
AMD 라이젠5-4세대 5600X (버미어) (벌크),"181,680"
인텔 코어i5-11세대 11500 로켓레이크S (병행수입벌크)(쿨러미포함),"213,200"
인텔 코어i7-14세대 14700F (랩터레이크 리프레시) (벌크 쿨러RS1),"526,700"
인텔 코어i5-11세대 11600KF (로켓레이크S)(벌크+쿨러),"165,540"
인텔 코어i7-11세대 11700K (로켓레이크S)(벌크+쿨러),"332,470"
인텔 코어2듀오 E8400 울프데일 (중고벌크)(쿨러미포함),"2,940"
인텔 코어i5-11세대 11400 (로켓레이크S)(벌크+쿨러),"149,770"
인텔 코어i5-11세대 11600K (로켓레이크S)(벌크+쿨러),"209,880"
인텔 코어2듀오 E7500 울프데일 (중고벌크)(쿨러미포함),"2,400"
AMD 라이젠5-5세대 7600X (라파엘) (멀티팩(정품)),"288,210"
인텔 코어i5-12세대 12400F (엘더레이크)(벌크),"150,530"
AMD 라이젠 스레드리퍼 PRO 7995WX (스톰 픽) (멀티팩(정품)),"14,252,200"
인텔 코어i9-12세대 12900 (엘더레이크)(벌크),"645,870"
인텔 코어i5-13세대 13500 (랩터레이크) (벌크 + 쿨러),"345,550"
AMD 라이젠 스레드리퍼 PRO 7965WX (스톰 픽) (멀티팩(정품)),"3,619,150"
인텔 코어i9-12세대 12900F (엘더레이크)(벌크),"601,140"
인텔 코어i9-12세대 12900KF (엘더레이크)(병행수입박스),"494,530"
AMD 라이젠5-4세대 5600 (버미어) (정품),"142,360"
AMD 라이젠 스레드리퍼 PRO 7985WX (스톰 픽) (멀티팩(정품)),"10,128,670"
AMD 라이젠 스레드리퍼 PRO 7975WX (스톰 픽) (멀티팩(정품)),"5,275,350"
인텔 프로세서 300 (랩터레이크 리프레시) (벌크),"126,300"
인텔 코어i3-12세대 12100F (엘더레이크)(벌크),"102,300"
인텔 펜티엄 골드 G7400 (엘더레이크)(벌크 쿨러),"104,890"
인텔 코어i7-8세대 8700 (커피레이크)(벌크+동판쿨러),"194,690"
인텔 코어X-시리즈 i9-10940X (캐스케이드레이크) (정품),"1,294,090"
인텔 제온 E-2234 (커피레이크-R) (정품),"481,860"
인텔 코어i5-8세대 8500 (커피레이크)(벌크+동판쿨러),"102,780"
인텔 제온 스케일러블 실버 4214 (캐스케이드레이크) (정품),"1,216,780"
인텔 코어i5-10세대 10500 (코멧레이크S)(병행수입박스),"198,600"
인텔 코어i5-9세대 9400 (커피레이크-R)(벌크+동판쿨러),"153,570"
인텔 제온 스케일러블 골드 6230 (캐스케이드레이크) (정품),"3,442,990"
인텔 셀러론 G3900 (스카이레이크)(벌크+쿨러 포함),"22,100"
인텔 코어i9-13세대 13900K (엘더레이크)(벌크),"789,500"
인텔 제온 스케일러블 골드 6238 (캐스케이드레이크) (정품),"5,500,810"
인텔 코어i5-9세대 9500 (커피레이크-R)(벌크+동판쿨러),"181,160"
인텔 코어i9-13세대 13900KF (엘더레이크)(벌크),"763,770"
인텔 제온 스케일러블 골드 6240 (캐스케이드레이크) (정품),"4,438,980"
인텔 코어i5-9세대 9500F (커피레이크-R)(벌크+동판쿨러),"141,290"
인텔 코어i9-13세대 13900K (엘더레이크)(벌크+동판쿨러RH1),"866,270"
인텔 제온 스케일러블 골드 6242 (캐스케이드레이크) (정품),"4,593,940"
인텔 코어i3-8세대 8100 (커피레이크)(벌크+동판쿨러),"66,910"
인텔 코어i9-13세대 13900KF (엘더레이크)(벌크+동판쿨러RH1),"788,800"
인텔 제온 스케일러블 골드 6248 캐스케이드레이크 (정품박스)(쿨러미포함),"5,577,690"
AMD 라이젠7-4세대 5700G (세잔) (멀티팩),"264,400"
인텔 코어i3-9세대 9100F (커피레이크-R)(벌크+동판쿨러),"57,260"
인텔 코어i5-13세대 13600K (랩터레이크)(벌크+동판쿨러RM1),"422,100"
AMD 라이젠5-4세대 5600G (세잔) (정품),"156,970"
인텔 코어i3-9세대 9100 (커피레이크-R)(벌크+동판쿨러),"109,110"
인텔 제온 스케일러블 골드 6140 스카이레이크 (정품박스)(쿨러미포함),"3,486,740"
AMD 라이젠7-4세대 5800X (버미어)(벌크),"319,700"
AMD 라이젠7-4세대 5700G (세잔) (정품),"264,540"
[중고] 인텔 코어i7-3세대 3770K (아이비브릿지),"76,560"
AMD 라이젠3-2세대 피카소 3200G (정품박스)(쿨러포함),"96,760"
